Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
c1_shawn_aftertestimony1_840a0dc5	ro	请回忆一下彼得的证言。	game/chapters/chapter 1.rpy	5361	ro "[what]"
c1_shawn_aftertestimony1_15fd4b83	ro	彼得提到，他听见了数声小响声、一声巨响，然后才是摇铃声。	game/chapters/chapter 1.rpy	5362	ro "[what]"
c1_shawn_aftertestimony1_b790fd6e	ro	你和彼得，是谁记错了？	game/chapters/chapter 1.rpy	5363	ro "[what]"
c1_shawn_aftertestimony1_4b05c2a2	ro	或者……在撒谎？	game/chapters/chapter 1.rpy	5364	ro "[what]"
c1_shawn_aftertestimony1_707ef0ee	sh	其实……其实我没听见铃声。	game/chapters/chapter 1.rpy	5369	sh "[what]"
c1_shawn_aftertestimony1_e8d68765	sh	一般这个点，我应该开始准备配药了。	game/chapters/chapter 1.rpy	5370	sh "[what]"
c1_shawn_aftertestimony1_8df0c0ec	ro	真的有必要配吗，不就是两个瓶子各滴一滴……	game/chapters/chapter 1.rpy	5371	ro "[what]"
c1_shawn_aftertestimony1_a630a515	sh	总之我在听见铃声前就上楼了，在自己的房间配助眠药。	game/chapters/chapter 1.rpy	5372	sh "[what]"
c1_shawn_aftertestimony1_865f0522	sh	听到巨响以后，我刚想出去看看，就听见铃声。	game/chapters/chapter 1.rpy	5373	sh "[what]"
c1_shawn_aftertestimony1_7363a70b	sh	我就去侯爵房间把药放下，再出门看是怎么回事。	game/chapters/chapter 1.rpy	5374	sh "[what]"
c1_shawn_aftertestimony1_75fcad75	ro	也说得通……这个处方是什么时候开的？	game/chapters/chapter 1.rpy	5375	ro "[what]"
c1_shawn_aftertestimony1_1b7530b4	sh	大概两年多了，侯爵一直在服用。	game/chapters/chapter 1.rpy	5376	sh "[what]"
c1_shawn_aftertestimony1_0933d27f	ro	那谢谢你的协助。	game/chapters/chapter 1.rpy	5377	ro "[what]"
c1_shawn_aftertestimony1_967e9de6	ro	我可以听听侯爵先生事发时在干什么吗？	game/chapters/chapter 1.rpy	5383	ro "[what]"
c1_shawn_aftertestimony1_305e3544	lu	没问题，发生了这种事，配合罗曼先生调查是我的义务。	game/chapters/chapter 1.rpy	5387	lu "[what]"
c1_shawn_aftertestimony1_ad3c41b9	lu	我们一直在房间里，已经换好了睡衣，在床上坐着。	game/chapters/chapter 1.rpy	5398	lu "[what]"
c1_shawn_aftertestimony1_c85bec5e	lu	差不多到了我平时习惯就寝的时间，我就摇铃叫肖恩进来。	game/chapters/chapter 1.rpy	5399	lu "[what]"
c1_shawn_aftertestimony1_9a9e8bf8	lu	我听见了奇怪的响声。因为隔着门的缘故，我不能辨别声音的类型。	game/chapters/chapter 1.rpy	5400	lu "[what]"
c1_shawn_aftertestimony1_ff0aa908	lu	肖恩放下药以后急匆匆出门，我才知道出事了。	game/chapters/chapter 1.rpy	5405	lu "[what]"
c1_shawn_aftertestimony1_9dc0a044	lu	平时他都是静静在一边等我喝完助眠药，收好杯子吹熄蜡烛再离开的。	game/chapters/chapter 1.rpy	5406	lu "[what]"
c1_shawn_aftertestimony1_d9fd0007	tm	对这份证言的疑点再深入提问吧。	game/chapters/chapter 1.rpy	5412	tm "[what]"
c1_lunic_testimony_1ba373d7	tm	对哪点提问？	game/chapters/chapter 1.rpy	5415	tm "[what]" nointeract
c1_lunic_testimony_6a429a7f	ro	换睡衣……虽然这么说十分冒犯，但是换衣服的确是十分可疑的行为。	game/chapters/chapter 1.rpy	5417	ro "[what]"
c1_lunic_testimony_fbf27d88	so	只是换上睡衣罢了，况且现在我们已经换回常服了。	game/chapters/chapter 1.rpy	5422	so "[what]"
c1_lunic_testimony_4072c670	so	如您所见，这上面并没有被血液沾污。	game/chapters/chapter 1.rpy	5423	so "[what]"
c1_lunic_testimony_45b444f8	ro	抱歉，是我过于敏感了。	game/chapters/chapter 1.rpy	5424	ro "[what]"
c1_lunic_testimony_2e086355	ro	我并非不信任您，只是想再次确认一下：	game/chapters/chapter 1.rpy	5432	ro "[what]"
c1_lunic_testimony_e2d92c00	ro	肖恩是在摇铃以后多久走进房间的？	game/chapters/chapter 1.rpy	5433	ro "[what]"
c1_lunic_testimony_bf91b61f	lu	一摇铃就来了，前后不到三十秒。是吧，亲爱的？	game/chapters/chapter 1.rpy	5436	lu "[what]"
c1_lunic_testimony_50fc3e07	so	没错，就像往常一样，迅捷而可靠。	game/chapters/chapter 1.rpy	5439	so "[what]"
c1_lunic_testimony_a6431838	ro	可以详细说说是怎样的响声吗？	game/chapters/chapter 1.rpy	5447	ro "[what]"
c1_lunic_testimony_d6909232	lu	我不太清楚，应该就是一声模糊的闷响。	game/chapters/chapter 1.rpy	5450	lu "[what]"
c1_lunic_testimony_5563b65d	ro	您能否想起那声响声是在你摇铃前，还是摇铃后？	game/chapters/chapter 1.rpy	5456	ro "[what]"
c1_lunic_testimony_196c91c4	lu	我一时说不上来……亲爱的，你呢？	game/chapters/chapter 1.rpy	5459	lu "[what]"
c1_lunic_testimony_afa8a5b6	so	好像是在……	game/chapters/chapter 1.rpy	5463	so "[what]"
c1_lunic_testimony_0ec14c02	so	啊呀，我受了那种惊吓，现在记忆不太可靠了，请见谅。	game/chapters/chapter 1.rpy	5466	so "[what]"
c1_lunic_testimony_2945089a	ro	麻烦你把刚刚提到的东西加进证词吧。	game/chapters/chapter 1.rpy	5475	ro "[what]"
c1_lunic_testimony_c7c38ff7	lu	荣幸之至。	game/chapters/chapter 1.rpy	5478	lu "[what]"
c1_lunic_testimony_fb468c13	ro	请重新作证。	game/chapters/chapter 1.rpy	5479	ro "[what]"
c1_lunic_testimony_7358b78f	lu	我们一直在房间里，换好了睡衣在床上坐着，常服是干净的，没有血渍。	game/chapters/chapter 1.rpy	5485	lu "[what]"
c1_lunic_testimony_ad3c41b9	lu	我们一直在房间里，已经换好了睡衣，在床上坐着。	game/chapters/chapter 1.rpy	5487	lu "[what]"
c1_lunic_testimony_f2d72a8e	lu	差不多到了我平时习惯就寝的时间，我就摇铃叫肖恩进来，他马上就到了。	game/chapters/chapter 1.rpy	5491	lu "[what]"
c1_lunic_testimony_c85bec5e	lu	差不多到了我平时习惯就寝的时间，我就摇铃叫肖恩进来。	game/chapters/chapter 1.rpy	5493	lu "[what]"
c1_lunic_testimony_c86d2e16	lu	我听见了一声模糊的闷响，但是记不清是在我摇铃前还是摇铃后了。	game/chapters/chapter 1.rpy	5496	lu "[what]"
c1_lunic_testimony_a0c6cf6f	lu	我听见了一声模糊的闷响。因为隔着门的缘故，我不能辨别声音的类型。	game/chapters/chapter 1.rpy	5498	lu "[what]"
c1_lunic_testimony_21c18a25	lu	我听见了奇怪的响声，但是记不清是在我摇铃前还是摇铃后了。	game/chapters/chapter 1.rpy	5500	lu "[what]"
c1_lunic_testimony_9a9e8bf8	lu	我听见了奇怪的响声。因为隔着门的缘故，我不能辨别声音的类型。	game/chapters/chapter 1.rpy	5502	lu "[what]"
c1_lunic_testimony_ff0aa908	lu	肖恩放下药以后急匆匆出门，我才知道出事了。	game/chapters/chapter 1.rpy	5507	lu "[what]"
c1_lunic_testimony_9dc0a044	lu	平时他都是静静在一边等我喝完助眠药，收好杯子吹熄蜡烛再离开的。	game/chapters/chapter 1.rpy	5508	lu "[what]"
c1_lunic_testimony_d8094848	ro	让我想想……感觉有什么不对……	game/chapters/chapter 1.rpy	5514	ro "[what]"
c1_lunic_testimony_da0bfea1	ro	稍等片刻，如果您方便的话我还想问一个问题。	game/chapters/chapter 1.rpy	5516	ro "[what]"
c1_lunic_testimony_1a532d54	lu	请便。	game/chapters/chapter 1.rpy	5519	lu "[what]"
c1_lunicflaw1_9917d1d2	tm	卢涅和索拉的证言和哪件证物有矛盾？	game/chapters/chapter 1.rpy	5530	tm "[what]"
c1_lunicflaw1_31f4f7e9	ro	彼得的证言提到了，响声是在摇铃之后……	game/chapters/chapter 1.rpy	5536	ro "[what]"
c1_lunicflaw1_38fd3464	lu	也许吧……我真的不记得了。	game/chapters/chapter 1.rpy	5539	lu "[what]"
c1_lunicflaw1_97f03bd2	ro	我还是很好奇为什么您不肯让我检查床头柜……	game/chapters/chapter 1.rpy	5549	ro "[what]"
c1_lunicflaw1_7d5e9375	lu	那个与案情无关，而且是隐私，希望您能理解。	game/chapters/chapter 1.rpy	5552	lu "[what]"
c1_lunicflaw1_c35c9c14	ro	说起来，您的行李箱真是重啊。	game/chapters/chapter 1.rpy	5562	ro "[what]"
c1_lunicflaw1_2f42de2f	lu	也许吧。毕竟冬天应该准备充足才出门。	game/chapters/chapter 1.rpy	5563	lu "[what]"
c1_lunicflaw1_dc06b091	ro	肖恩平时是个怎么样的人？	game/chapters/chapter 1.rpy	5571	ro "[what]"
c1_lunicflaw1_1f994b9a	lu	我相信您已经在我们上次见面时感受过了。	game/chapters/chapter 1.rpy	5572	lu "[what]"
c1_lunicflaw1_e9fdc2a2	ro	上次只是一面之缘，我还是想问问您的感受。	game/chapters/chapter 1.rpy	5573	ro "[what]"
c1_lunicflaw1_4968a3d1	lu	他是个好佣人，忠诚，可靠，反应迅捷。	game/chapters/chapter 1.rpy	5574	lu "[what]"
c1_lunic_aftertestimony1_e43bd805		似乎没有什么破绽……	game/chapters/chapter 1.rpy	5602	"[what]"
c1_lunic_aftertestimony1_8b5a34ba	el	我想可能暂时没有什么可疑的地方了。	game/chapters/chapter 1.rpy	5605	el "[what]"
c1_lunic_aftertestimony1_4ccc9fa3	ro	我想也是……感谢您的配合。	game/chapters/chapter 1.rpy	5606	ro "[what]"
c1_lunic_aftertestimony1_00aae24f	lu	那接下来侦探先生打算盘问谁呢？	game/chapters/chapter 1.rpy	5607	lu "[what]"
c1_lunic_aftertestimony1_09ef1fe6	ro	接下来应该是艾尔耿了。	game/chapters/chapter 1.rpy	5609	ro "[what]"
c1_lunic_aftertestimony1_dd417fb1	ro	你当时在干什么？	game/chapters/chapter 1.rpy	5612	ro "[what]"
c1_lunic_aftertestimony1_d8676076	el	我吗？我当时就站在你对面。	game/chapters/chapter 1.rpy	5621	el "[what]"
c1_lunic_aftertestimony1_cc7b0178	el	你走进屋，我把门关上，当时我还问你是不是戴了铃铛。	game/chapters/chapter 1.rpy	5622	el "[what]"
c1_lunic_aftertestimony1_21e87917	el	现在想起来，应该是摇铃的声音。	game/chapters/chapter 1.rpy	5625	el "[what]"
c1_lunic_aftertestimony1_46c2d5bc	el	然后是砸东西和一声巨响。	game/chapters/chapter 1.rpy	5626	el "[what]"
c1_lunic_aftertestimony1_20f39d15	el	接着你就摔门跑出去了。	game/chapters/chapter 1.rpy	5627	el "[what]"
c1_lunic_aftertestimony1_1522d8fc	el	我紧跟着跑出门，看到你在卡恩门前试图开门。	game/chapters/chapter 1.rpy	5630	el "[what]"
c1_lunic_aftertestimony1_d9fd0007	tm	对这份证言的疑点再深入提问吧。	game/chapters/chapter 1.rpy	5631	tm "[what]"
c1_elegant_testimony_1ba373d7	tm	对哪点提问？	game/chapters/chapter 1.rpy	5634	tm "[what]" nointeract
c1_elegant_testimony_5250a9d7	ro	你没办法证明我上楼之前的那段时间，你也在房间里吧。	game/chapters/chapter 1.rpy	5636	ro "[what]"
c1_elegant_testimony_bad9f423	el	是的。	game/chapters/chapter 1.rpy	5639	el "[what]"
c1_elegant_testimony_cb95eef3	ro	……这么直接吗。	game/chapters/chapter 1.rpy	5640	ro "[what]"
c1_elegant_testimony_9c9b8535	el	因为我的确没办法证明，你想怀疑我请便。	game/chapters/chapter 1.rpy	5641	el "[what]"
c1_elegant_testimony_83a56f00	ro	可以确定那个是摇铃声吗？我不记得在你关门的时候听见过。	game/chapters/chapter 1.rpy	5647	ro "[what]"
c1_elegant_testimony_1226528e	el	你可能被关门声转移了注意力。	game/chapters/chapter 1.rpy	5648	el "[what]"
c1_elegant_testimony_3e9e7cdc	ro	但是……	game/chapters/chapter 1.rpy	5649	ro "[what]"
c1_elegant_testimony_694bbf34	el	我的听力比你好多了。	game/chapters/chapter 1.rpy	5652	el "[what]"
c1_elegant_testimony_1fb6fa9a	ro	！	game/chapters/chapter 1.rpy	5653	ro "[what]"
c1_elegant_testimony_42e265f0	ro	那声音的顺序……你可以确定了吧？	game/chapters/chapter 1.rpy	5659	ro "[what]"
c1_elegant_testimony_a3d9be6c	el	当然可以。	game/chapters/chapter 1.rpy	5660	el "[what]"
c1_elegant_testimony_9f41f50d	el	先是铃声，然后我们的对话被砸东西的声音打断，最后才是那声巨响。	game/chapters/chapter 1.rpy	5661	el "[what]"
c1_elegant_testimony_c1937280	ro	这……越来越奇怪了。	game/chapters/chapter 1.rpy	5662	ro "[what]"
c1_elegant_testimony_9e80d202	ro	关于那本名册表……	game/chapters/chapter 1.rpy	5666	ro "[what]"
c1_elegant_testimony_2fa55b02	el	我知道那本东西让我很可疑，但是我还不能告诉你它的用处。	game/chapters/chapter 1.rpy	5667	el "[what]"
c1_elegant_testimony_2945089a	ro	麻烦你把刚刚提到的东西加进证词吧。	game/chapters/chapter 1.rpy	5671	ro "[what]"
c1_elegant_testimony_45e35c6d	el	行吧。	game/chapters/chapter 1.rpy	5673	el "[what]"
c1_elegant_testimony_fb468c13	ro	请重新作证。	game/chapters/chapter 1.rpy	5674	ro "[what]"
c1_elegant_testimony_2208e76e	el	我没法证明我在你上楼之前的行动，但是事发当时就站在你对面。	game/chapters/chapter 1.rpy	5680	el "[what]"
c1_elegant_testimony_8e3b093b	el	我当时就站在你对面。	game/chapters/chapter 1.rpy	5682	el "[what]"
c1_elegant_testimony_2a1e23af	el	摇铃声应该是在我关门的时候响起的，所以你没听见。	game/chapters/chapter 1.rpy	5688	el "[what]"
c1_elegant_testimony_cc7b0178	el	你走进屋，我把门关上，当时我还问你是不是戴了铃铛。	game/chapters/chapter 1.rpy	5690	el "[what]"
c1_elegant_testimony_21e87917	el	现在想起来，应该是摇铃的声音。	game/chapters/chapter 1.rpy	5691	el "[what]"
c1_elegant_testimony_61a738dd	el	接下来按顺序，是砸东西和一声巨响。	game/chapters/chapter 1.rpy	5694	el "[what]"
c1_elegant_testimony_46c2d5bc	el	然后是砸东西和一声巨响。	game/chapters/chapter 1.rpy	5696	el "[what]"
c1_elegant_testimony_20f39d15	el	接着你就摔门跑出去了。	game/chapters/chapter 1.rpy	5698	el "[what]"
c1_elegant_testimony_1522d8fc	el	我紧跟着跑出门，看到你在卡恩门前试图开门。	game/chapters/chapter 1.rpy	5699	el "[what]"
c1_elegant_testimony_d982d100	el	我知道那本名册表让我变得很可疑，但是我还不能告诉你它的用处。	game/chapters/chapter 1.rpy	5702	el "[what]"
c1_elegantflaw1_53a6152b	tm	艾尔耿的证言和哪件证物有矛盾？	game/chapters/chapter 1.rpy	5711	tm "[what]"
c1_elegantflaw1_871c1f8a	ro	名册……	game/chapters/chapter 1.rpy	5719	ro "[what]"
c1_elegantflaw1_5929bf4b	el	可以了，我知道你要说什么了。	game/chapters/chapter 1.rpy	5722	el "[what]"
c1_elegantflaw1_e794a3c6	ro	这个摇铃的声音真的能跟“身上的铃铛”搞混吗……	game/chapters/chapter 1.rpy	5733	ro "[what]"
c1_elegantflaw1_d094432e	el	我当时是这么想的，甚至还专门看了看你的脖子上有没有铃铛。	game/chapters/chapter 1.rpy	5734	el "[what]"
c1_elegantflaw1_b7cd6278	ro	好吧……	game/chapters/chapter 1.rpy	5735	ro "[what]"
c1_elegant_aftertestimony1_9b6b1ff8	ro	还是一样的问题。	game/chapters/chapter 1.rpy	5759	ro "[what]"
c1_elegant_aftertestimony1_1b90e036	ro	你、彼得和肖恩都听到了铃声和那声撞击声，可是每个人对声音先后顺序的说法都不一样。	game/chapters/chapter 1.rpy	5769	ro "[what]"
c1_elegant_aftertestimony1_1994edaa	ro	彼得听见的是砸东西的声音……	game/chapters/chapter 1.rpy	5776	ro "[what]"
c1_elegant_aftertestimony1_0ac8a764	ro	……一声巨响……	game/chapters/chapter 1.rpy	5783	ro "[what]"
c1_elegant_aftertestimony1_5f588038	ro	……然后才是摇铃声。	game/chapters/chapter 1.rpy	5790	ro "[what]"
c1_elegant_aftertestimony1_24403830	ro	你听到的是一声铃响……	game/chapters/chapter 1.rpy	5797	ro "[what]"
c1_elegant_aftertestimony1_70785b2f	ro	……然后是砸东西的声音……	game/chapters/chapter 1.rpy	5804	ro "[what]"
c1_elegant_aftertestimony1_575e0f71	ro	……最后才是那声巨响。	game/chapters/chapter 1.rpy	5811	ro "[what]"
c1_elegant_aftertestimony1_1ca42289	ro	而肖恩只听见一声巨响……	game/chapters/chapter 1.rpy	5818	ro "[what]"
c1_elegant_aftertestimony1_5533a6ad	ro	……和铃声。	game/chapters/chapter 1.rpy	5825	ro "[what]"
c1_liar_8ef43d51	ro	那么是谁在撒谎？	game/chapters/chapter 1.rpy	5848	ro "[what]"
c1_liar_e0f38256	ro	是彼得吧。	game/chapters/chapter 1.rpy	5851	ro "[what]"
c1_liar_a7d24758	pe	我不会在这种地方撒谎！我……我又不是凶手……	game/chapters/chapter 1.rpy	5856	pe "[what]"
c1_liar_ed5a017f	ro	他的语气的确很诚恳……	game/chapters/chapter 1.rpy	5857	ro "[what]"
c1_liar_cf14555c	ro	应该是艾尔耿。	game/chapters/chapter 1.rpy	5868	ro "[what]"
c1_liar_08245d84	el	为什么？	game/chapters/chapter 1.rpy	5873	el "[what]"
c1_liar_f193be57	ro	因为你有什么东西想隐瞒？	game/chapters/chapter 1.rpy	5874	ro "[what]"
c1_liar_6ecaeac6	el	我现在除了名册表的事情以外什么都不打算隐瞒。	game/chapters/chapter 1.rpy	5877	el "[what]"
c1_liar_61d37c3b	ro	肖恩说谎了。	game/chapters/chapter 1.rpy	5886	ro "[what]"
c1_liar_ad58fecb	sh	侯爵先生可以作证，我并没有说谎。	game/chapters/chapter 1.rpy	5890	sh "[what]"
c1_liar_4fe2a967	ro	我知道了。	game/chapters/chapter 1.rpy	5899	ro "[what]"
c1_liar_c44147ba	ro	没有人说谎。	game/chapters/chapter 1.rpy	5900	ro "[what]"
c1_liar_475fd750	el	！？	game/chapters/chapter 1.rpy	5906	el "[what]"
c1_liar_6feff70e	sh	那……	game/chapters/chapter 1.rpy	5909	sh "[what]"
c1_liar_ab0c5250	pe	总不会是自杀吧……	game/chapters/chapter 1.rpy	5912	pe "[what]"
c1_liar_d142ada9	ro	没人撒谎，但是没人能把整件事描述完。	game/chapters/chapter 1.rpy	5917	ro "[what]"
c1_liar_84f96449	ro	如果铃声不止一声呢？	game/chapters/chapter 1.rpy	5926	ro "[what]"
c1_liar_aa3d75bd		虽然我不论是哪声铃响都没听见。	game/chapters/chapter 1.rpy	5927	"[what]"
c1_liar_86af7479	ro	比如……	game/chapters/chapter 1.rpy	5928	ro "[what]"
c1_liar_b498d127	ro	先是一声铃响……	game/chapters/chapter 1.rpy	5935	ro "[what]"
c1_liar_70785b2f	ro	……然后是砸东西的声音……	game/chapters/chapter 1.rpy	5942	ro "[what]"
c1_liar_625db718	ro	……之后是那声巨响……	game/chapters/chapter 1.rpy	5949	ro "[what]"
c1_liar_c01abb90	ro	……再来一声铃响！	game/chapters/chapter 1.rpy	5964	ro "[what]"
c1_liar_0f29bbfa	ro	这样一来，三个人听到的顺序都对得上了！	game/chapters/chapter 1.rpy	5994	ro "[what]"
c1_liar_65771b79	sh	摇铃几次这种事情，很关键吗？	game/chapters/chapter 1.rpy	6018	sh "[what]"
c1_liar_6f82cf22	ro	很关键。	game/chapters/chapter 1.rpy	6021	ro "[what]"
c1_liar_3223319f	ro	为什么会摇第二次铃呢？	game/chapters/chapter 1.rpy	6022	ro "[what]"
c1_liar_e8aff256	ro	会不会是因为第一次摇铃的时候，你根本没有应答？	game/chapters/chapter 1.rpy	6024	ro "[what]"
c1_liar_ff00e03f	sh	……好吧。	game/chapters/chapter 1.rpy	6025	sh "[what]"
c1_liar_c9e75075	sh	我本来不想说的，因为这会让侯爵显得很可疑……	game/chapters/chapter 1.rpy	6026	sh "[what]"
c1_liar_49b0b627	sh	但是侦探先生已经想到这一步，我也只能说出来了。	game/chapters/chapter 1.rpy	6027	sh "[what]"
c1_liar_4cf970be	sh	我其实听见了两声摇铃。	game/chapters/chapter 1.rpy	6036	sh "[what]"
c1_liar_97d82976	sh	第一次，我进门送了助眠药。	game/chapters/chapter 1.rpy	6039	sh "[what]"
c1_liar_e5ea0aee	sh	第二次，我听见摇铃，不知道是什么意思，但还是进去了。	game/chapters/chapter 1.rpy	6040	sh "[what]"
c1_liar_d63f5c40	sh	还没来得及问发生什么事，我就听见外面的巨响。	game/chapters/chapter 1.rpy	6041	sh "[what]"
c1_liar_d954cd5b	sh	对了，第一次进门的时候，我只看见侯爵夫人在床上坐着，没有看见侯爵。	game/chapters/chapter 1.rpy	6042	sh "[what]"
c1_liar_d9fd0007	tm	对这份证言的疑点再深入提问吧。	game/chapters/chapter 1.rpy	6043	tm "[what]"
c1_shawn_testimony_2_1ba373d7	tm	对哪点提问？	game/chapters/chapter 1.rpy	6046	tm "[what]" nointeract
c1_shawn_testimony_2_ecd92b2e	ro	所以你听见两次摇铃……	game/chapters/chapter 1.rpy	6048	ro "[what]"
c1_shawn_testimony_2_fe0da72c	sh	进了两次门。	game/chapters/chapter 1.rpy	6049	sh "[what]"
c1_shawn_testimony_2_12ea5849	ro	能详细说说第二次进门的状况吗？	game/chapters/chapter 1.rpy	6053	ro "[what]"
c1_shawn_testimony_2_3b2c0fb9	sh	我推开门，侯爵在床上和侯爵夫人并排坐着，我感觉他的呼吸声比平时要大，而且好像出了很多汗。	game/chapters/chapter 1.rpy	6054	sh "[what]"
c1_shawn_testimony_2_679abe91	ro	好的。	game/chapters/chapter 1.rpy	6055	ro "[what]"
c1_shawn_testimony_2_431a3eff	ro	第一次进屋的时候，你没看见侯爵吗？	game/chapters/chapter 1.rpy	6059	ro "[what]"
c1_shawn_testimony_2_b64c9331	sh	没有，只有侯爵夫人。	game/chapters/chapter 1.rpy	6060	sh "[what]"
c1_shawn_testimony_2_4d7432fd	ro	你确定不是在房间的其他地方站着，所以你没看见吗？	game/chapters/chapter 1.rpy	6061	ro "[what]"
c1_shawn_testimony_2_b80559d7	sh	我可以确定不是。	game/chapters/chapter 1.rpy	6062	sh "[what]"
c1_shawn_testimony_2_2945089a	ro	麻烦你把刚刚提到的东西加进证词吧。	game/chapters/chapter 1.rpy	6067	ro "[what]"
c1_shawn_testimony_2_d197de96	sh	好的。	game/chapters/chapter 1.rpy	6069	sh "[what]"
c1_shawn_testimony_2_fb468c13	ro	请重新作证。	game/chapters/chapter 1.rpy	6070	ro "[what]"
c1_shawn_testimony_2_45f600d3	sh	我其实听见了两声摇铃，两次都进门应答了。	game/chapters/chapter 1.rpy	6074	sh "[what]"
c1_shawn_testimony_2_4cf970be	sh	我其实听见了两声摇铃。	game/chapters/chapter 1.rpy	6076	sh "[what]"
c1_shawn_testimony_2_97d82976	sh	第一次，我进门送了助眠药。	game/chapters/chapter 1.rpy	6079	sh "[what]"
c1_shawn_testimony_2_6a4d0e87	sh	侯爵不在房间里。	game/chapters/chapter 1.rpy	6082	sh "[what]"
c1_shawn_testimony_2_60c08c01	sh	我只看见侯爵夫人在床上坐着，没有看见侯爵。	game/chapters/chapter 1.rpy	6084	sh "[what]"
c1_shawn_testimony_2_4d3293ff	sh	第二次进门，我发现侯爵在房间里，但是喘气声很大，脸上的毛也被汗打湿了。	game/chapters/chapter 1.rpy	6087	sh "[what]"
c1_shawn_testimony_2_e5ea0aee	sh	第二次，我听见摇铃，不知道是什么意思，但还是进去了。	game/chapters/chapter 1.rpy	6089	sh "[what]"
c1_shawn_testimony_2_d63f5c40	sh	还没来得及问发生什么事，我就听见外面的巨响。	game/chapters/chapter 1.rpy	6091	sh "[what]"
c1_shawn_testimony_2_0d378df4	ro	稍等……	game/chapters/chapter 1.rpy	6095	ro "[what]"
c1_shawn_testimony_2_83c78a2f	ro	就这些吗？	game/chapters/chapter 1.rpy	6097	ro "[what]"
c1_shawn_testimony_2_bec1d886	sh	就这些。	game/chapters/chapter 1.rpy	6098	sh "[what]"
c1_shawn_testimony_2_0bba605b	ro	我再问个问题。	game/chapters/chapter 1.rpy	6099	ro "[what]"
c1_shawn_testimony_2_f180c4b8	sh	请便。	game/chapters/chapter 1.rpy	6100	sh "[what]"
c1_shawn_testimony_2_15055083	lu	肖恩！！！！！	game/chapters/chapter 1.rpy	6105	lu "[what]"
c1_shawn_testimony_2_bd973dfa	sh	……	game/chapters/chapter 1.rpy	6109	sh "[what]"
c1_shawn_testimony_2_c065da5f	ro	请冷静！不可以伤害证人！	game/chapters/chapter 1.rpy	6115	ro "[what]"
c1_shawn_testimony_2_568ad737		我横在肖恩和卢涅中间，肖恩趁机往后退。	game/chapters/chapter 1.rpy	6117	"[what]"
c1_shawn_testimony_2_23eab197	lu	侦探先生，请往旁边站一站，这是……个人事宜。	game/chapters/chapter 1.rpy	6120	lu "[what]"
c1_shawn_testimony_2_3e9e7cdc	ro	但是……	game/chapters/chapter 1.rpy	6121	ro "[what]"
c1_shawn_testimony_2_6c6e6aea	tm	用哪本书的内容制止卢涅？	game/chapters/chapter 1.rpy	6123	tm "[what]" nointeract
c1_shawn_testimony_2_cf441419	ro	《赫利欧斯法典》规定，仆从不得有对主人不利的言论……	game/chapters/chapter 1.rpy	6125	ro "[what]"
c1_shawn_testimony_2_edfe1b59	lu	这就是我现在气愤的原因！	game/chapters/chapter 1.rpy	6126	lu "[what]"
c1_shawn_testimony_2_bfe249bb	ro	……除非在对一桩即遂的谋杀案给出证言的时候。	game/chapters/chapter 1.rpy	6128	ro "[what]"
c1_shawn_testimony_2_48baf218	lu	等他作完证，记得告诉他，从此刻起他已经被我解雇，并且我拒绝与他再说一句话。	game/chapters/chapter 1.rpy	6129	lu "[what]"
c1_shawn_testimony_2_e3b63738		如果你就是凶手的话，你的确应该考虑立刻解雇所有佣人。这能在你稍纵即逝的余生中节省下一大笔开支。	game/chapters/chapter 1.rpy	6130	"[what]"
c1_shawn_testimony_2_11841e18	ro	如果你觉得他在扯谎，你也可以作证说出实情。	game/chapters/chapter 1.rpy	6131	ro "[what]"
c1_shawn_testimony_2_ba015ddc	ro	《侦探守则》第四十二条规定，在证人不得已作伪证的情况下，侦探应为其防止诚实作证可能带来的伤害。	game/chapters/chapter 1.rpy	6133	ro "[what]"
c1_shawn_testimony_2_abcbda3d	ro	作为侦探，我不希望我的证人因为公义以外的原因，不敢诚实作证。	game/chapters/chapter 1.rpy	6134	ro "[what]"
c1_shawn_testimony_2_6b60bce2	lu	他的证言满是谎话！	game/chapters/chapter 1.rpy	6135	lu "[what]"
c1_shawn_testimony_2_11841e18_1	ro	如果你觉得他在扯谎，你也可以作证说出实情。	game/chapters/chapter 1.rpy	6137	ro "[what]"
c1_shawn_testimony_2_368b298f	lu	我现在就可以开始作证。	game/chapters/chapter 1.rpy	6141	lu "[what]"
c1_shawn_testimony_2_59a8ec99	ro	请开始。	game/chapters/chapter 1.rpy	6142	ro "[what]"
c1_shawn_testimony_2_f55e5a8b	lu	的确，我摇了两次铃。	game/chapters/chapter 1.rpy	6147	lu "[what]"
c1_shawn_testimony_2_47d3e809	lu	我之所以没有说，是因为我不想我的佣人被人怀疑。	game/chapters/chapter 1.rpy	6152	lu "[what]"
c1_shawn_testimony_2_db86465d	lu	尤其因为他是我十年来最好的佣人。	game/chapters/chapter 1.rpy	6153	lu "[what]"
c1_shawn_testimony_2_f6e2a452	lu	但既然他先对我不忠实，我想我也不用留情面。	game/chapters/chapter 1.rpy	6156	lu "[what]"
c1_shawn_testimony_2_6dee4b80	lu	我第一次摇铃的时候，他根本没有出现。	game/chapters/chapter 1.rpy	6157	lu "[what]"
c1_shawn_testimony_2_c6c3dd29	lu	第二次摇铃过后一段时间，他才进来。	game/chapters/chapter 1.rpy	6158	lu "[what]"
